"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Lying Leg Curl (Machine)",,"",1,"normal",27,15,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Lying Leg Curl (Machine)",,"",2,"normal",27,12,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Leg Extension (Machine)",,"",0,"normal",43,15,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Leg Extension (Machine)",,"",1,"normal",50,15,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Leg Extension (Machine)",,"",2,"normal",57,10,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Leg Extension (Machine)",,"",3,"normal",50,10,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Seated Calf Raise",,"",0,"normal",20,20,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Seated Calf Raise",,"",1,"normal",22.5,20,,,
"Leg 2","28 Aug 2024, 09:32","28 Aug 2024, 10:07","","Seated Calf Raise",,"",2,"normal",25,15,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Seated Cable Row - Bar Grip",,"",0,"normal",27,20,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Seated Cable Row - Bar Grip",,"",1,"normal",35,15,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Seated Cable Row - Bar Grip",,"",2,"normal",35,15,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",27,15,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",27,15,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",27,13,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",14,20,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",18,15,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",18,10,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",14,10,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Upright Row (Cable)",,"",0,"normal",14,20,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Upright Row (Cable)",,"",1,"normal",20,25,,,
"Upper 1","27 Aug 2024, 07:59","27 Aug 2024, 08:45","","Upright Row (Cable)",,"",2,"normal",20,20,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Lying Leg Raise",,"",0,"normal",,20,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Lying Leg Raise",,"",1,"normal",,25,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Lying Leg Raise",,"",2,"normal",,25,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Mountain Climber",,"",0,"normal",,40,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Mountain Climber",,"",1,"normal",,40,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Mountain Climber",,"",2,"normal",,40,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Heel Taps",,"",0,"normal",,70,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Heel Taps",,"",1,"normal",,70,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Heel Taps",,"",2,"normal",,70,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Flutter Kicks",,"",0,"normal",,50,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Flutter Kicks",,"",1,"normal",,50,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Flutter Kicks",,"",2,"normal",,50,,,
"Core 1","26 Aug 2024, 08:23","26 Aug 2024, 09:07","","Plank",,"",0,"normal",,,,95,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Arnold Press (Dumbbell)",,"",0,"normal",5,15,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Arnold Press (Dumbbell)",,"",1,"normal",7.5,20,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Arnold Press (Dumbbell)",,"",2,"normal",7.5,20,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Lateral Raise (Dumbbell)",,"",0,"normal",5,15,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Lateral Raise (Dumbbell)",,"",1,"normal",5,15,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Lateral Raise (Dumbbell)",,"",2,"normal",5,15,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Triceps Dip (Weighted)",,"",0,"normal",40,20,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Triceps Dip (Weighted)",,"",1,"normal",35,15,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Triceps Dip (Weighted)",,"",2,"normal",30,7,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Triceps Dip (Weighted)",,"",3,"normal",35,7,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Triceps Rope Pushdown",,"",0,"normal",14,15,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Triceps Rope Pushdown",,"",1,"normal",20,20,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Triceps Rope Pushdown",,"",2,"normal",27,14,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",2.5,12,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",2,15,,,
"Shoulder 2","25 Aug 2024, 13:08","25 Aug 2024, 13:43","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",2,12,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Goblet Squat",,"",0,"normal",10,20,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Goblet Squat",,"",1,"normal",12.5,20,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Goblet Squat",,"",2,"normal",15,20,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Leg Press (Machine)",,"",0,"normal",20,15,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Leg Press (Machine)",,"",1,"normal",22.5,20,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Leg Press (Machine)",,"",2,"normal",25,20,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Squat (Machine)",,"",0,"normal",20,15,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Squat (Machine)",,"",1,"normal",22.5,15,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Squat (Machine)",,"",2,"normal",25,15,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Lunge (Dumbbell)",,"",0,"normal",10,10,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Lunge (Dumbbell)",,"",1,"normal",10,10,,,
"Leg 1","24 Aug 2024, 12:56","24 Aug 2024, 13:36","","Lunge (Dumbbell)",,"",2,"normal",10,10,,,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Russian Twist (Bodyweight)",,"",0,"normal",,60,,,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Russian Twist (Bodyweight)",,"",1,"normal",,60,,,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Russian Twist (Bodyweight)",,"",2,"normal",,60,,,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Toe Touch",,"",0,"normal",,30,,,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Toe Touch",,"",1,"normal",,30,,,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Toe Touch",,"",2,"normal",,30,,,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Side Plank",,"",0,"normal",,,,131,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Side Plank",,"",1,"normal",,,,131,
"Core 2","22 Aug 2024, 19:30","22 Aug 2024, 20:05","","Plank",,"",0,"normal",,,,130,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Shrug (Dumbbell)",,"",0,"normal",10,20,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Shrug (Dumbbell)",,"",1,"normal",12.5,20,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Shrug (Dumbbell)",,"",2,"normal",15,15,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Preacher Curl (Barbell)",,"",0,"normal",10,15,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Preacher Curl (Barbell)",,"",1,"normal",12.5,15,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Preacher Curl (Barbell)",,"",2,"normal",15,10,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Hammer Curl (Dumbbell)",,"",0,"normal",5,20,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Hammer Curl (Dumbbell)",,"",1,"normal",7.5,10,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","Hammer Curl (Dumbbell)",,"",2,"normal",5,20,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","EZ Bar Biceps Curl",,"",0,"normal",10,20,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","EZ Bar Biceps Curl",,"",1,"normal",10,20,,,
"Upper 2","20 Aug 2024, 08:30","20 Aug 2024, 09:07","","EZ Bar Biceps Curl",,"",2,"normal",15,10,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Bench Press (Dumbbell)",,"",0,"normal",7.5,25,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Bench Press (Dumbbell)",,"",1,"normal",10,15,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Bench Press (Dumbbell)",,"",2,"normal",10,15,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Incline Chest Press (Machine)",,"",0,"normal",15,15,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Incline Chest Press (Machine)",,"",1,"normal",20,15,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Incline Chest Press (Machine)",,"",2,"normal",25,12,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Seated Shoulder Press (Machine)",,"",0,"normal",10,10,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Seated Shoulder Press (Machine)",,"",1,"normal",10,10,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Seated Shoulder Press (Machine)",,"",2,"normal",10,5,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Seated Shoulder Press (Machine)",,"",3,"normal",5,10,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Chest Fly (Machine)",,"",0,"normal",18,25,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Chest Fly (Machine)",,"",1,"normal",23,20,,,
"Shoulder 1","20 Aug 2024, 06:17","20 Aug 2024, 06:47","","Chest Fly (Machine)",,"",2,"normal",23,15,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Lying Leg Raise",,"",0,"normal",,20,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Lying Leg Raise",,"",1,"normal",,25,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Lying Leg Raise",,"",2,"normal",,20,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Mountain Climber",,"",0,"normal",,40,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Mountain Climber",,"",1,"normal",,40,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Mountain Climber",,"",2,"normal",,25,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Heel Taps",,"",0,"normal",,70,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Heel Taps",,"",1,"normal",,70,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Heel Taps",,"",2,"normal",,70,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Flutter Kicks",,"",0,"normal",,45,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Flutter Kicks",,"",1,"normal",,50,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Flutter Kicks",,"",2,"normal",,45,,,
"Core 1","17 Aug 2024, 19:09","17 Aug 2024, 19:41","","Plank",,"",0,"normal",,,,90,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Deadlift (Trap bar)",,"",0,"normal",30,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Deadlift (Trap bar)",,"",1,"normal",35,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Deadlift (Trap bar)",,"",2,"normal",40,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Lying Leg Curl (Machine)",,"",0,"normal",18,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Lying Leg Curl (Machine)",,"",1,"normal",23,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Lying Leg Curl (Machine)",,"",2,"normal",27,8,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Lying Leg Curl (Machine)",,"",3,"normal",23,10,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Leg Extension (Machine)",,"",0,"normal",38,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Leg Extension (Machine)",,"",1,"normal",43,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Leg Extension (Machine)",,"",2,"normal",50,8,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Leg Extension (Machine)",,"",3,"normal",43,8,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Seated Calf Raise",,"",0,"normal",22.5,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Seated Calf Raise",,"",1,"normal",25,15,,,
"Leg 2","14 Aug 2024, 08:36","14 Aug 2024, 09:21","","Seated Calf Raise",,"",2,"normal",27.5,10,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Seated Cable Row - Bar Grip",,"",0,"normal",20,20,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Seated Cable Row - Bar Grip",,"",1,"normal",27,20,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Seated Cable Row - Bar Grip",,"",2,"normal",27,15,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",20,20,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",27,15,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",27,12,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",14,20,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",18,15,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",18,15,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Upright Row (Cable)",,"",0,"normal",14,15,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Upright Row (Cable)",,"",1,"normal",20,15,,,
"Upper 1","12 Aug 2024, 17:56","12 Aug 2024, 18:28","","Upright Row (Cable)",,"",2,"normal",27,10,,,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Russian Twist (Bodyweight)",,"",0,"normal",,60,,,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Russian Twist (Bodyweight)",,"",1,"normal",,60,,,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Russian Twist (Bodyweight)",,"",2,"normal",,60,,,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Toe Touch",,"",0,"normal",,30,,,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Toe Touch",,"",1,"normal",,26,,,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Toe Touch",,"",2,"normal",,22,,,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Side Plank",,"",0,"normal",,,,131,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Side Plank",,"",1,"normal",,,,131,
"Core 2","6 Aug 2024, 08:22","6 Aug 2024, 08:53","","Plank",,"",0,"normal",,,,120,
"Afternoon workout 💪","3 Aug 2024, 14:41","3 Aug 2024, 14:57","","Running",,"",0,"normal",,,3,982,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Lying Leg Raise",,"",0,"normal",,20,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Lying Leg Raise",,"",1,"normal",,20,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Lying Leg Raise",,"",2,"normal",,20,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Heel Taps",,"",0,"normal",,60,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Heel Taps",,"",1,"normal",,60,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Heel Taps",,"",2,"normal",,70,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Flutter Kicks",,"",0,"normal",,45,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Flutter Kicks",,"",1,"normal",,45,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Flutter Kicks",,"",2,"normal",,45,,,
"Core 1","2 Aug 2024, 08:44","2 Aug 2024, 09:08","","Plank",,"",0,"normal",,,,131,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Goblet Squat",,"",0,"normal",10,20,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Goblet Squat",,"",1,"normal",12.5,20,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Goblet Squat",,"",2,"normal",15,20,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Leg Press (Machine)",,"",0,"normal",20,15,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Leg Press (Machine)",,"",1,"normal",22.5,15,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Leg Press (Machine)",,"",2,"normal",25,15,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Squat (Machine)",,"",0,"normal",20,15,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Squat (Machine)",,"",1,"normal",22.5,15,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Squat (Machine)",,"",2,"normal",25,15,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Lunge (Dumbbell)",,"",0,"normal",10,10,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Lunge (Dumbbell)",,"",1,"normal",10,10,,,
"Leg 1","31 Jul 2024, 08:29","31 Jul 2024, 08:59","","Lunge (Dumbbell)",,"",2,"normal",10,10,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Bench Press (Dumbbell)",,"",0,"normal",7.5,15,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Bench Press (Dumbbell)",,"",1,"normal",10,15,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Bench Press (Dumbbell)",,"",2,"normal",10,10,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Lateral Raise (Dumbbell)",,"",0,"normal",5,20,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,10,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Lateral Raise (Dumbbell)",,"",2,"normal",5,15,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Dip (Weighted)",,"",0,"normal",40,15,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Dip (Weighted)",,"",1,"normal",35,15,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Dip (Weighted)",,"",2,"normal",30,6,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Dip (Weighted)",,"",3,"normal",35,8,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Rope Pushdown",,"",0,"normal",14,20,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Rope Pushdown",,"",1,"normal",20,10,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Rope Pushdown",,"",2,"normal",14,20,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Triceps Rope Pushdown",,"",3,"normal",20,15,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",2.5,12,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",2.5,12,,,
"Shoulder 2","30 Jul 2024, 08:33","30 Jul 2024, 09:03","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",2.5,10,,,
"Morning workout ☀️","29 Jul 2024, 09:16","29 Jul 2024, 09:36","","Running",,"",0,"normal",,,2,780,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Burpee",,"",0,"normal",,10,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Burpee",,"",1,"normal",,10,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Burpee",,"",2,"normal",,10,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","High Knees",,"Seconds",0,"normal",,25,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","High Knees",,"Seconds",1,"normal",,25,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","High Knees",,"Seconds",2,"normal",,25,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Mountain Climber",,"",0,"normal",,35,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Mountain Climber",,"",1,"normal",,35,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Mountain Climber",,"",2,"normal",,30,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Push Up",,"3 step",0,"normal",,10,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Push Up",,"3 step",1,"normal",,10,,,
"Morning workout ☀️","26 Jul 2024, 08:14","26 Jul 2024, 08:52","","Push Up",,"3 step",2,"normal",,10,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Lying Leg Curl (Machine)",,"",0,"normal",18,15,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Lying Leg Curl (Machine)",,"",1,"normal",23,15,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Lying Leg Curl (Machine)",,"",2,"normal",27,15,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Leg Extension (Machine)",,"",0,"normal",38,15,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Leg Extension (Machine)",,"",1,"normal",43,15,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Leg Extension (Machine)",,"",2,"normal",50,12,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Leg Extension (Machine)",,"",3,"normal",50,10,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Seated Calf Raise",,"",0,"normal",22.5,15,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Seated Calf Raise",,"",1,"normal",25,15,,,
"Leg 2","18 Jul 2024, 08:30","18 Jul 2024, 08:56","","Seated Calf Raise",,"",2,"normal",27.5,15,,,
"Morning workout ☀️","17 Jul 2024, 08:05","17 Jul 2024, 08:50","","Incline Chest Press (Machine)",,"",0,"normal",15,15,,,
"Morning workout ☀️","17 Jul 2024, 08:05","17 Jul 2024, 08:50","","Incline Chest Press (Machine)",,"",1,"normal",20,15,,,
"Morning workout ☀️","17 Jul 2024, 08:05","17 Jul 2024, 08:50","","Incline Chest Press (Machine)",,"",2,"normal",25,15,,,
"Morning workout ☀️","17 Jul 2024, 08:05","17 Jul 2024, 08:50","","Seated Shoulder Press (Machine)",,"",0,"normal",10,15,,,
"Morning workout ☀️","17 Jul 2024, 08:05","17 Jul 2024, 08:50","","Seated Shoulder Press (Machine)",,"",1,"normal",10,13,,,
"Morning workout ☀️","17 Jul 2024, 08:05","17 Jul 2024, 08:50","","Seated Shoulder Press (Machine)",,"",2,"normal",10,12,,,
"Morning workout ☀️","17 Jul 2024, 08:05","17 Jul 2024, 08:50","","Chest Fly (Machine)",,"",0,"normal",18,25,,,
